DISTRICT,RTE,DESCRIPTION,County,City,State,Country,AHEAD_AADT
07,018,SAN BERNARDINO/LOS ANGELES COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,5200
07,018,JCT. RTE. 138,Los Angeles County,Los Angeles,CA,USA,
07,022,"LONG BEACH, JCT. RTE. 1",Los Angeles County,Los Angeles,CA,USA,62000
07,022,"LONG BEACH, BELLFLOWER BOULEVARD",Los Angeles County,Los Angeles,CA,USA,64000
07,022,"LONG BEACH, STUDEBAKER ROAD",Los Angeles County,Los Angeles,CA,USA,100000
07,022,LOS ANGELES/ORANGE COUNTY  LINE,Los Angeles County,Los Angeles,CA,USA,
07,023,JCT. RTE. 1,Los Angeles County,Los Angeles,CA,USA,510
07,023,SOUTH JUNCTION MULHOLLAND HIGHWAY,Los Angeles County,Los Angeles,CA,USA,1050
07,023,NORTH JUNCTION MULHOLLAND HIGHWAY,Los Angeles County,Los Angeles,CA,USA,2100
07,023,LOS ANGELES/VENTURA COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,
07,027,JCT. RTE. 1,Los Angeles County,Los Angeles,CA,USA,15200
07,027,OLD TOPANGA CANYON ROAD,Los Angeles County,Los Angeles,CA,USA,16900
07,027,"LOS ANGELES, MULHOLLAND DRIVE",Los Angeles County,Los Angeles,CA,USA,26000
07,027,"LOS ANGELES, VENTURA BOULEVARD",Los Angeles County,Los Angeles,CA,USA,60000
07,027,"LOS ANGELES, JCT. RTE. 101",Los Angeles County,Los Angeles,CA,USA,52000
07,027,"LOS ANGELES, VANOWEN STREET",Los Angeles County,Los Angeles,CA,USA,39000
07,027,"LOS ANGELES, SHERMAN WAY",Los Angeles County,Los Angeles,CA,USA,37500
07,027,"LOS ANGELES, ROSCOE BOULEVARD",Los Angeles County,Los Angeles,CA,USA,46000
07,027,"LOS ANGELES, DEVONSHIRE STREET",Los Angeles County,Los Angeles,CA,USA,40000
07,027,"LOS ANGELES, JCT. RTE. 118",Los Angeles County,Los Angeles,CA,USA,
12,039,ROSECRANS AVE,Los Angeles County,Los Angeles,CA,USA,44000
07,039,SAN GABRIEL RIVER BRIDGE,Los Angeles County,Los Angeles,CA,USA,2350
07,039,MORRIS DAM ROAD,Los Angeles County,Los Angeles,CA,USA,2100
07,039,EAST FORK ROAD,Los Angeles County,Los Angeles,CA,USA,1850
07,039,COLD BROOK RANGER STATION,Los Angeles County,Los Angeles,CA,USA,220
07,039,CRYSTAL LAKE ROAD,Los Angeles County,Los Angeles,CA,USA,110
07,039,"ISLIP SADDLE, JCT. RTE. 2",Los Angeles County,Los Angeles,CA,USA,
07,047,"LOS ANGELES, JCT. RTE. 110",Los Angeles County,Los Angeles,CA,USA,53000
07,047,"LOS ANGELES, HARBOR BOULEVARD",Los Angeles County,Los Angeles,CA,USA,53000
07,047,"LOS ANGELES, VINCENT THOMAS BRIDGE",Los Angeles County,Los Angeles,CA,USA,13800
07,047,"LONG BEACH, OCEAN BOULEVARD",Los Angeles County,Los Angeles,CA,USA,13800
07,047,"LONG BEACH, NEW DOCK STREET",Los Angeles County,Los Angeles,CA,USA,16900
07,047,"LONG BEACH, HEIM LIFT BRIDGE",Los Angeles County,Los Angeles,CA,USA,16900
07,047,"LOS ANGELES, JCT. RTE. 103",Los Angeles County,Los Angeles,CA,USA,
07,057,ORANGE/LOS ANGELES COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,212000
07,057,"DIAMOND BAR, BREA CANYON ROAD ",Los Angeles County,Los Angeles,CA,USA,219000
07,057,"DIAMOND BAR, DIAMOND BAR BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,205000
07,057,"DIAMOND BAR, PATHFINDER ROAD ",Los Angeles County,Los Angeles,CA,USA,208000
07,057,"DIAMOND BAR, BEGIN RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,104000
07,057,"DIAMOND BAR, N JCT. RTE. 60, END RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,
07,057,"DIAMOND BAR, BEGIN LEFT ALIGN",Los Angeles County,Los Angeles,CA,USA,104000
07,057,"DIAMOND BAR, S JCT. RTE. 60, END LEFT ALIGN",Los Angeles County,Los Angeles,CA,USA,
07,057,"DIAMOND BAR, SUNSET CROSSING ROAD ",Los Angeles County,Los Angeles,CA,USA,145000
07,057,"POMONA, TEMPLE AVENUE ",Los Angeles County,Los Angeles,CA,USA,157000
07,057,"POMONA, JCT. RTES. 10/71",Los Angeles County,Los Angeles,CA,USA,171000
07,057,"POMONA, VIA VERDE/RAGING WATERS DRIVE ",Los Angeles County,Los Angeles,CA,USA,171000
07,057,"SAN DIMAS, COVINA AVENUE ",Los Angeles County,Los Angeles,CA,USA,161000
07,057,"SAN DIMAS, ARROW HIGHWAY ",Los Angeles County,Los Angeles,CA,USA,151000
07,057,"GLENDORA, BEGIN RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,76000
07,057,"GLENDORA, JCT. RTE. 210",Los Angeles County,Los Angeles,CA,USA,76000
07,057,"GLENDORA, END RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,
07,057,"GLENDORA, BEGIN LEFT ALIGN",Los Angeles County,Los Angeles,CA,USA,76000
07,057,"GLENDORA, END LEFT ALIGN",Los Angeles County,Los Angeles,CA,USA,
07,060,"LOS ANGELES, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,180000
07,060,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,217000
07,060,"LOS ANGELES, LORENA STREET ",Los Angeles County,Los Angeles,CA,USA,223000
07,060,"LOS ANGELES, INDIANA STREET ",Los Angeles County,Los Angeles,CA,USA,239000
07,060,THIRD STREET/DOWNEY ROAD ,Los Angeles County,Los Angeles,CA,USA,241000
07,060,JCT. RTE. 710,Los Angeles County,Los Angeles,CA,USA,261000
07,060,"MONTEREY PARK, ATLANTIC BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,250000
07,060,"MONTEBELLO, FINDLAY/ GARFIELD/WILCOX AVE",Los Angeles County,Los Angeles,CA,USA,232000
07,060,"MONTEBELLO, PARAMOUNT BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,222000
07,060,"ROSEMEAD, SAN GABRIEL BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,232000
07,060,"SOUTH EL MONTE, JCT. RTE. 164",Los Angeles County,Los Angeles,CA,USA,241000
07,060,"SOUTH EL MONTE, SANTA ANITA AVENUE ",Los Angeles County,Los Angeles,CA,USA,242000
07,060,"SOUTH EL MONTE, PECK ROAD/DURFEE AVENUE ",Los Angeles County,Los Angeles,CA,USA,238000
07,060,"INDUSTRY, JCT. RTE. 605",Los Angeles County,Los Angeles,CA,USA,257000
07,060,"INDUSTRY, CROSSROADS PARKWAY ",Los Angeles County,Los Angeles,CA,USA,261000
07,060,"HACIENDA HEIGHTS, SEVENTH AVENUE ",Los Angeles County,Los Angeles,CA,USA,245000
07,060,"HACIENDA HEIGHTS, HACIENDA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,240000
07,060,"INDUSTRY, AZUSA AVENUE ",Los Angeles County,Los Angeles,CA,USA,327000
07,060,"INDUSTRY, FULLERTON ROAD ",Los Angeles County,Los Angeles,CA,USA,392000
07,060,"ROWLAND HEIGHTS, NOGALES STREET",Los Angeles County,Los Angeles,CA,USA,461000
07,060,"INDUSTRY, FAIRWAY DRIVE ",Los Angeles County,Los Angeles,CA,USA,429000
07,060,"DIAMOND BAR, BREA CANYON ROAD ",Los Angeles County,Los Angeles,CA,USA,418000
07,060,"DIAMOND BAR, JCT. RTE. 57 SOUTH",Los Angeles County,Los Angeles,CA,USA,405000
07,060,"DIAMOND BAR, GRAND AVENUE ",Los Angeles County,Los Angeles,CA,USA,375000
07,060,"DIAMOND BAR, JCT. RTE. 57 NORTH",Los Angeles County,Los Angeles,CA,USA,247000
07,060,"POMONA, PHILLIPS RANCH ROAD ",Los Angeles County,Los Angeles,CA,USA,235000
07,060,"POMONA, JCT. RTE. 71",Los Angeles County,Los Angeles,CA,USA,235000
07,060,"POMONA, RESERVOIR STREET ",Los Angeles County,Los Angeles,CA,USA,224000
07,060,LOS ANGELES/SAN BERNARDINO COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,
07,066,"LA VERNE, BASELINE ROAD",Los Angeles County,Los Angeles,CA,USA,19300
07,066,"LA VERNE, JCT. RTE. 210",Los Angeles County,Los Angeles,CA,USA,25000
07,066,"LA VERNE, FRUIT STREET/WHITE AVENUE",Los Angeles County,Los Angeles,CA,USA,22000
07,066,"POMONA, GAREY AVENUE",Los Angeles County,Los Angeles,CA,USA,21800
07,066,"CLAREMONT, TOWNE AVENUE",Los Angeles County,Los Angeles,CA,USA,23700
07,066,RIALTO/SAN BERNARDINO CITY LIMITS (PEPPER AVENUE),Los Angeles County,Los Angeles,CA,USA,
07,071,"POMONA, JCT. RTES. 10/57, BEGIN RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,45500
07,071,"POMONA, END RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,
07,071,"POMONA, JCT. RTES. 10/57, BEGIN LEFT ALIGN",Los Angeles County,Los Angeles,CA,USA,45500
07,071,"POMONA, END LEFT ALIGN",Los Angeles County,Los Angeles,CA,USA,
07,071,"POMONA, VALLEY BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,92000
07,071,"POMONA, POMONA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,93000
07,071,"POMONA, MISSION BOULEVARD",Los Angeles County,Los Angeles,CA,USA,77000
07,071,"POMONA, NINTH STREET",Los Angeles County,Los Angeles,CA,USA,80000
07,071,"POMONA, RIO RANCHO ROAD ",Los Angeles County,Los Angeles,CA,USA,78000
07,071,"POMONA, JCT. RTE. 60",Los Angeles County,Los Angeles,CA,USA,101000
07,071,LOS ANGELES/SAN BERNARDINO COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,
07,072,ORANGE/LOS ANGELES COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,26500
07,072,"WHITTIER, SANTA GERTRUDES AVENUE",Los Angeles County,Los Angeles,CA,USA,36500
07,072,"WHITTIER, COLIMA ROAD",Los Angeles County,Los Angeles,CA,USA,42500
07,072,"WHITTIER, PAINTER AVENUE",Los Angeles County,Los Angeles,CA,USA,39500
07,072,"WHITTIER, SANTA FE SPRINGS RD/WASHINGTON BLVD",Los Angeles County,Los Angeles,CA,USA,26500
07,072,"WHITTIER, NORWALK BOULEVARD",Los Angeles County,Los Angeles,CA,USA,41000
07,072,"WHITTIER, JCT. RTE. 605",Los Angeles County,Los Angeles,CA,USA,33000
07,072,"WHITTIER, PIONEER BOULEVARD",Los Angeles County,Los Angeles,CA,USA,33000
07,072,ESPERANZA AVE RT,Los Angeles County,Los Angeles,CA,USA,
07,090,"LOS ANGELES, JCT. RTE. 1",Los Angeles County,Los Angeles,CA,USA,34500
07,090,"LOS ANGELES, MINDANAO WAY",Los Angeles County,Los Angeles,CA,USA,59000
07,090,"LOS ANGELES, CULVER BOULEVARD",Los Angeles County,Los Angeles,CA,USA,77000
07,090,"LOS ANGELES, CENTINELA AVENUE",Los Angeles County,Los Angeles,CA,USA,93000
07,090,"CULVER CITY, JCT. RTE. 405",Los Angeles County,Los Angeles,CA,USA,37500
07,090,"CULVER CITY, SLAUSON AVENUE, LA/ORA COUNTY LINE",Los Angeles County,Los Angeles,CA,USA,
07,091,"LOS ANGELES, VERMONT AVENUE",Los Angeles County,Los Angeles,CA,USA,64000
07,091,"LOS ANGELES, JCT. RTE. 110",Los Angeles County,Los Angeles,CA,USA,197000
07,091,"CARSON, AVALON BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,201000
07,091,"COMPTON, CENTRAL AVENUE ",Los Angeles County,Los Angeles,CA,USA,205000
07,091,"COMPTON, WILMINGTON AVENUE ",Los Angeles County,Los Angeles,CA,USA,212000
07,091,"COMPTON, ALAMEDA STREET",Los Angeles County,Los Angeles,CA,USA,212000
07,091,"COMPTON, ALAMEDA STREET/SANTA FE AVENUE ",Los Angeles County,Los Angeles,CA,USA,220000
07,091,"LONG BEACH, LONG BEACH BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,221000
07,091,"LONG BEACH, JCT. RTE. 710",Los Angeles County,Los Angeles,CA,USA,273000
07,091,"LONG BEACH, CHERRY AVENUE ",Los Angeles County,Los Angeles,CA,USA,277000
07,091,"LONG BEACH, PARAMOUNT BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,273000
07,091,"LONG BEACH, DOWNEY AVENUE ",Los Angeles County,Los Angeles,CA,USA,271000
07,091,"BELLFLOWER, JCT. RTE. 19",Los Angeles County,Los Angeles,CA,USA,259000
07,091,"BELLFLOWER, CLARK AVENUE ",Los Angeles County,Los Angeles,CA,USA,273000
07,091,"BELLFLOWER, BELLFLOWER BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,270000
07,091,"CERRITOS, JCT. RTE. 605",Los Angeles County,Los Angeles,CA,USA,288000
07,091,"ARTESIA, PIONEER BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,279000
07,091,"CERRITOS, NORWALK BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,277000
07,091,"CERRITOS, BLOOMFIELD AVENUE ",Los Angeles County,Los Angeles,CA,USA,255000
07,091,"CERRITOS, ARTESIA AVENUE ",Los Angeles County,Los Angeles,CA,USA,253000
07,091,"CERRITOS, CARMENITA AVENUE ",Los Angeles County,Los Angeles,CA,USA,248000
07,091,LOS ANGELES/ORANGE COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,
07,101,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,136000
07,101,"LOS ANGELES, FOURTH STREET ",Los Angeles County,Los Angeles,CA,USA,123000
07,101,"LOS ANGELES, FIRST STREET ",Los Angeles County,Los Angeles,CA,USA,122000
07,101,"LOS ANGELES, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,
07,101,"LOS ANGELES, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,211000
07,101,"LOS ANGELES, VIGNES STREET ",Los Angeles County,Los Angeles,CA,USA,208000
07,101,"LOS ANGELES, ALAMEDA/ LOS ANGELES STREET",Los Angeles County,Los Angeles,CA,USA,200000
07,101,"LOS ANGELES, SPRING STREET ",Los Angeles County,Los Angeles,CA,USA,217000
07,101,"LOS ANGELES, JCT. RTE. 110",Los Angeles County,Los Angeles,CA,USA,264000
07,101,"LOS ANGELES, GLENDALE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,258000
07,101,"LOS ANGELES, JCT. RTE. 2 NORTHEAST",Los Angeles County,Los Angeles,CA,USA,266000
07,101,"LOS ANGELES, BENTON WAY/RAMPART STREET",Los Angeles County,Los Angeles,CA,USA,260000
07,101,"LOS ANGELES, SILVER LAKE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,254000
07,101,"LOS ANGELES, VERMONT AVENUE ",Los Angeles County,Los Angeles,CA,USA,233000
07,101,"LOS ANGELES, MELROSE AVENUE ",Los Angeles County,Los Angeles,CA,USA,223000
07,101,"LOS ANGELES, JCT. RTE. 2 WEST",Los Angeles County,Los Angeles,CA,USA,196000
07,101,"LOS ANGELES, WESTERN AVENUE ",Los Angeles County,Los Angeles,CA,USA,217000
07,101,"LOS ANGELES, SUNSET/HOLLYWOOD BOULEVARD",Los Angeles County,Los Angeles,CA,USA,196000
07,101,"LOS ANGELES, GOWER STREET/ARGYLE AVENUE ",Los Angeles County,Los Angeles,CA,USA,208000
07,101,"LOS ANGELES, CAHUENGA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,226000
07,101,"LOS ANGELES, HIGHLAND AVENUE ",Los Angeles County,Los Angeles,CA,USA,269000
07,101,"LOS ANGELES, BARHAM BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,248000
07,101,"LOS ANGELES, LANKERSHIM/VENTURA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,247000
07,101,"LOS ANGELES, VINELAND AVENUE ",Los Angeles County,Los Angeles,CA,USA,237000
07,101,"LOS ANGELES, JCT. RTES. 134/170, RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,137000
07,101,"LOS ANGELES, JCT. RTES. 134/170, LEFT ALIGN",Los Angeles County,Los Angeles,CA,USA,137000
07,101,"LOS ANGELES, LAUREL CANYON BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,274000
07,101,"LOS ANGELES, COLDWATER CANYON AVENUE ",Los Angeles County,Los Angeles,CA,USA,277000
07,101,"LOS ANGELES, WOODMAN AVENUE ",Los Angeles County,Los Angeles,CA,USA,286000
07,101,"LOS ANGELES, VAN NUYS BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,300000
07,101,"LOS ANGELES, JCT. RTE. 405, RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,159000
07,101,"LOS ANGELES, JCT. RTE. 405, LEFT ALIGN",Los Angeles County,Los Angeles,CA,USA,159000
07,101,"LOS ANGELES, HAVENHURST AVENUE ",Los Angeles County,Los Angeles,CA,USA,305000
07,101,"LOS ANGELES, BALBOA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,304000
07,101,"LOS ANGELES, WHITE OAK AVENUE ",Los Angeles County,Los Angeles,CA,USA,293000
07,101,"LOS ANGELES, RESEDA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,284000
07,101,"LOS ANGELES, TAMPA AVENUE ",Los Angeles County,Los Angeles,CA,USA,272000
07,101,"LOS ANGELES, WINNETKA AVENUE ",Los Angeles County,Los Angeles,CA,USA,272000
07,101,"LOS ANGELES, DE SOTO AVENUE ",Los Angeles County,Los Angeles,CA,USA,256000
07,101,"LOS ANGELES, CANOGA AVENUE ",Los Angeles County,Los Angeles,CA,USA,228000
07,101,"LOS ANGELES, JCT. RTE. 27",Los Angeles County,Los Angeles,CA,USA,205000
07,101,"LOS ANGELES, VENTURA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,202000
07,101,"LOS ANGELES, WOODLAKE AVENUE ",Los Angeles County,Los Angeles,CA,USA,208000
07,101,"LOS ANGELES, MULHOLLAND DRIVE ",Los Angeles County,Los Angeles,CA,USA,193000
07,101,"CALABASAS, PARKWAY CALABASAS ",Los Angeles County,Los Angeles,CA,USA,182000
07,101,"CALABASAS, LAS VIRGENES CANYON ROAD ",Los Angeles County,Los Angeles,CA,USA,162000
07,101,"CALABASAS, LOST HILLS ROAD ",Los Angeles County,Los Angeles,CA,USA,166000
07,101,"AGOURA HILLS, LIBERTY CANYON ROAD ",Los Angeles County,Los Angeles,CA,USA,168000
07,101,"AGOURA HILLS, CHESEBRO/PALO COMADO CANYON RD",Los Angeles County,Los Angeles,CA,USA,162000
07,101,"AGOURA HILLS, KANAN ROAD ",Los Angeles County,Los Angeles,CA,USA,160000
07,101,"AGOURA HILLS, REYES ADOBE ROAD ",Los Angeles County,Los Angeles,CA,USA,160000
07,101,"WESTLAKE VILLAGE, LINDERO CANYON ROAD ",Los Angeles County,Los Angeles,CA,USA,168000
07,101,LOS ANGELES/VENTURA COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,
07,103,JCT. RTE. 47,Los Angeles County,Los Angeles,CA,USA,16900
07,103,"LOS ANGELES, HENRY FORD BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,5100
07,103,"LOS ANGELES, ANAHEIM STREET ",Los Angeles County,Los Angeles,CA,USA,10900
07,103,"LOS ANGELES, JCT. RTE. 1",Los Angeles County,Los Angeles,CA,USA,
07,105,"LOS ANGELES, LA INTERNATIONAL AIRPORT",Los Angeles County,Los Angeles,CA,USA,61000
07,105,"LOS ANGELES, JCT. RTE. 1",Los Angeles County,Los Angeles,CA,USA,119000
07,105,"LOS ANGELES, DOUGLAS STREET ",Los Angeles County,Los Angeles,CA,USA,152000
07,105,"LOS ANGELES, JCT. RTE. 405",Los Angeles County,Los Angeles,CA,USA,226000
07,105,"HAWTHORNE, HAWTHORNE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,246000
07,105,"INGLEWOOD, CRENSHAW BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,271000
07,105,"LOS ANGELES, VERMONT AVENUE ",Los Angeles County,Los Angeles,CA,USA,251000
07,105,"LOS ANGELES, JCT. RTE. 110",Los Angeles County,Los Angeles,CA,USA,246000
07,105,"LOS ANGELES, CENTRAL AVENUE ",Los Angeles County,Los Angeles,CA,USA,230000
07,105,"WILLOWBROOK, WILMINGTON AVENUE ",Los Angeles County,Los Angeles,CA,USA,224000
07,105,"LYNWOOD, LONG BEACH BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,205000
07,105,"LYNWOOD, JCT. RTE. 710",Los Angeles County,Los Angeles,CA,USA,197000
07,105,"SOUTHGATE, PARAMOUNT BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,220000
07,105,"DOWNEY, LAKEWOOD BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,215000
07,105,"DOWNEY, BELLFLOWER. BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,215000
07,105,"NORWALK, JCT. RTE. 605",Los Angeles County,Los Angeles,CA,USA,19700
07,105,"NORWALK, STUDEBAKER ROAD",Los Angeles County,Los Angeles,CA,USA,
07,107,"TORRANCE, JCT. RTE. 1",Los Angeles County,Los Angeles,CA,USA,42500
07,107,"TORRANCE, LOMITA BOULEVARD",Los Angeles County,Los Angeles,CA,USA,61000
07,107,"TORRANCE, SEPULVEDA BOULEVARD",Los Angeles County,Los Angeles,CA,USA,60000
07,107,"TORRANCE, CARSON STREET",Los Angeles County,Los Angeles,CA,USA,66000
07,107,"TORRANCE, TORRANCE BOULEVARD",Los Angeles County,Los Angeles,CA,USA,69000
07,107,"TORRANCE, DEL AMO BOULEVARD",Los Angeles County,Los Angeles,CA,USA,67000
07,107,"TORRANCE, 190TH STREET",Los Angeles County,Los Angeles,CA,USA,70000
07,107,"TORRANCE, ARTESIA BOULEVARD",Los Angeles County,Los Angeles,CA,USA,47500
07,107,"REDONDO BEACH, REDONDO BEACH BOULEVARD",Los Angeles County,Los Angeles,CA,USA,47500
07,107,"REDONDO BEACH, END OF ROUTE",Los Angeles County,Los Angeles,CA,USA,
07,110,"LOS ANGELES, GAFFEY STREET",Los Angeles County,Los Angeles,CA,USA,52000
07,110,"LOS ANGELES, JCT. RTE. 47",Los Angeles County,Los Angeles,CA,USA,71000
07,110,"LOS ANGELES, CHANNEL STREET ",Los Angeles County,Los Angeles,CA,USA,87000
07,110,"LOS ANGELES, C STREET ",Los Angeles County,Los Angeles,CA,USA,88000
07,110,"LOS ANGELES, ANAHEIM STREET ",Los Angeles County,Los Angeles,CA,USA,96000
07,110,"LOS ANGELES, JCT. RTE. 1",Los Angeles County,Los Angeles,CA,USA,139000
07,110,"CARSON, SEPULVEDA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,180000
07,110,"CARSON, CARSON STREET ",Los Angeles County,Los Angeles,CA,USA,208000
07,110,"CARSON, TORRANCE/DEL AMO BOULEVARD",Los Angeles County,Los Angeles,CA,USA,220000
07,110,"CARSON, JCT. RTE. 405",Los Angeles County,Los Angeles,CA,USA,271000
07,110,"LOS ANGELES, JCT. RTE. 91",Los Angeles County,Los Angeles,CA,USA,242000
07,110,"LOS ANGELES, REDONDO BEACH BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,251000
07,110,"LOS ANGELES, ROSECRANS AVENUE ",Los Angeles County,Los Angeles,CA,USA,262000
07,110,"LOS ANGELES, EL SEGUNDO BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,267000
07,110,"LOS ANGELES, JCT. RTE. 105",Los Angeles County,Los Angeles,CA,USA,293000
07,110,"LOS ANGELES, CENTURY BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,315000
07,110,"LOS ANGELES, MANCHESTER AVENUE ",Los Angeles County,Los Angeles,CA,USA,305000
07,110,"LOS ANGELES, FLORENCE AVENUE ",Los Angeles County,Los Angeles,CA,USA,309000
07,110,"LOS ANGELES, GAGE AVENUE ",Los Angeles County,Los Angeles,CA,USA,308000
07,110,"LOS ANGELES, SLAUSON AVENUE ",Los Angeles County,Los Angeles,CA,USA,297000
07,110,"LOS ANGELES, 51ST STREET ",Los Angeles County,Los Angeles,CA,USA,306000
07,110,"LOS ANGELES, VERNON AVENUE ",Los Angeles County,Los Angeles,CA,USA,307000
07,110,"LOS ANGELES, MARTIN LUTHER KING JR. BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,278000
07,110,"LOS ANGELES, EXPOSITION BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,270000
07,110,"LOS ANGELES, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,279000
07,110,"LOS ANGELES, OLYMPIC BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,291000
07,110,"LOS ANGELES, 8TH/9TH STREET ",Los Angeles County,Los Angeles,CA,USA,278000
07,110,"LOS ANGELES, 5TH/6TH STREET ",Los Angeles County,Los Angeles,CA,USA,291000
07,110,"LOS ANGELES, 3RD/4TH STREET ",Los Angeles County,Los Angeles,CA,USA,278000
07,110,"LOS ANGELES, JCT. RTE. 101",Los Angeles County,Los Angeles,CA,USA,161000
07,110,"LOS ANGELES, FIGUEROA ST/SUNSET BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,170000
07,110,"LOS ANGELES, HILL STREET/STADIUM WAY ",Los Angeles County,Los Angeles,CA,USA,185000
07,110,"LOS ANGELES, SOLANO AVENUE, RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,91500
07,110,"LOS ANGELES, SOLANO AVENUE, LEFT ALIGN ",Los Angeles County,Los Angeles,CA,USA,91500
07,110,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,123000
07,110,"LOS ANGELES, AVENUE 43 ",Los Angeles County,Los Angeles,CA,USA,118000
07,110,"LOS ANGELES, AVENUE 52 ",Los Angeles County,Los Angeles,CA,USA,109000
07,110,"LOS ANGELES, AVENUE 57/HERMON AVENUE ",Los Angeles County,Los Angeles,CA,USA,99000
07,110,"LOS ANGELES, AVENUE 60 ",Los Angeles County,Los Angeles,CA,USA,99000
07,110,"LOS ANGELES, AVENUE 64 ",Los Angeles County,Los Angeles,CA,USA,81000
