"","DESCRIPTION","City","County","State","Country","AVG_AADT","AVG_TruckCounts","addr","lat","long","arcgis_address","score","location.x","location.y","extent.xmin","extent.ymin","extent.xmax","extent.ymax"
"51","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",137333,9058,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"52","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",172667,11158,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"53","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",133232,8636,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"54","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",188500,12441,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"55","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",100500,6815,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"56","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",135833,8915,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"57","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",96399,6393,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"58","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",168000,10861,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"59","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",80000,5236,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"60","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",115333,7335,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"61","LOS ANGELES/SAN BERNARDINO COUNTY LINE","LA","Los Angeles County","CA","USA",75899,4814,"LOS ANGELES/SAN BERNARDINO COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",83.97,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
"62","N/O SHERMAN WAY; SATICOY ST","LA","Los Angeles County","CA","USA",217000,8919,"N/O SHERMAN WAY; SATICOY ST,LA,Los Angeles County,CA,USA",33.972888193336,-118.175486742306,"Sherman Way, Bell Gardens, California, 90201",91.24,-118.175486742306,33.972888193336,-118.176486742306,33.971888193336,-118.174486742306,33.973888193336
"63","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",207333,15742,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"64","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",184333,12736,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"65","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",197100,15470,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"66","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",193667,15129,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"67","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",170667,12124,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"68","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",183433,14858,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"69","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",193333,13402,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"70","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",170333,10397,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"71","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",183100,13131,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"72","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",207333,15742,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"73","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",184333,12736,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"74","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",197100,15470,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"75","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",193333,13402,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"76","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",170333,10397,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"77","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",183100,13131,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"78","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",207000,14015,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"79","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",184000,11009,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"80","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",196767,13743,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"81","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",221000,16354,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"82","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",198000,13349,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"83","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",210767,16083,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"84","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",193000,11675,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"85","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",170000,8670,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"86","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",182767,11404,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"87","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",207000,14015,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"88","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",184000,11009,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"89","ORANGE/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",196767,13743,"ORANGE/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",33.78745,-118.11446,"Los Angeles-Orange County State College",92.37,-118.11446,33.78745,-118.11946,33.78245,-118.10946,33.79245
"90","S/O JCT RTE 405;N/O RINALDI ST","LA","Los Angeles County","CA","USA",185000,5588,"S/O JCT RTE 405;N/O RINALDI ST,LA,Los Angeles County,CA,USA",34.274676357005,-118.578023887532,"Rinaldi St, Chatsworth, California, 91311",89.88,-118.578023887532,34.274676357005,-118.579023887532,34.273676357005,-118.577023887532,34.275676357005
"91","S/O LAUREL CYN BL; COLFAX AVE","LA","Los Angeles County","CA","USA",274000,11590,"S/O LAUREL CYN BL; COLFAX AVE,LA,Los Angeles County,CA,USA",34.132143331761,-118.384953350166,"Laurel Canyon Blvd, Studio City, California, 91604",91.44,-118.384953350166,34.132143331761,-118.385953350166,34.131143331761,-118.383953350166,34.133143331761
"92","S/O SHERMAN WAY; VAN OWEN ST","LA","Los Angeles County","CA","USA",206000,7375,"S/O SHERMAN WAY; VAN OWEN ST,LA,Los Angeles County,CA,USA",33.972888193336,-118.175486742306,"Sherman Way, Bell Gardens, California, 90201",91.24,-118.175486742306,33.972888193336,-118.176486742306,33.971888193336,-118.174486742306,33.973888193336
"93","SAN GABRIEL RIVER BRIDGE","LA","Los Angeles County","CA","USA",176000,12126,"SAN GABRIEL RIVER BRIDGE,LA,Los Angeles County,CA,USA",34.050607080761,-118.006244485972,"San Gabriel River Fwy, La Puente, California, 91746",97.73,-118.006244485972,34.050607080761,-118.007244485972,34.049607080761,-118.005244485972,34.051607080761
"94","SAN GABRIEL RIVER BRIDGE","LA","Los Angeles County","CA","USA",118117,8121,"SAN GABRIEL RIVER BRIDGE,LA,Los Angeles County,CA,USA",34.050607080761,-118.006244485972,"San Gabriel River Fwy, La Puente, California, 91746",97.73,-118.006244485972,34.050607080761,-118.007244485972,34.049607080761,-118.005244485972,34.051607080761
"95","SAN GABRIEL RIVER BRIDGE","LA","Los Angeles County","CA","USA",60233,4115,"SAN GABRIEL RIVER BRIDGE,LA,Los Angeles County,CA,USA",34.050607080761,-118.006244485972,"San Gabriel River Fwy, La Puente, California, 91746",97.73,-118.006244485972,34.050607080761,-118.007244485972,34.049607080761,-118.005244485972,34.051607080761
"96","SAN GABRIEL RIVER BRIDGE","LA","Los Angeles County","CA","USA",2350,109,"SAN GABRIEL RIVER BRIDGE,LA,Los Angeles County,CA,USA",34.050607080761,-118.006244485972,"San Gabriel River Fwy, La Puente, California, 91746",97.73,-118.006244485972,34.050607080761,-118.007244485972,34.049607080761,-118.005244485972,34.051607080761
"97","SAN GABRIEL RIVER BRIDGE","LA","Los Angeles County","CA","USA",118117,8121,"SAN GABRIEL RIVER BRIDGE,LA,Los Angeles County,CA,USA",34.050607080761,-118.006244485972,"San Gabriel River Fwy, La Puente, California, 91746",97.73,-118.006244485972,34.050607080761,-118.007244485972,34.049607080761,-118.005244485972,34.051607080761
"98","SAN GABRIEL RIVER BRIDGE","LA","Los Angeles County","CA","USA",60233,4115,"SAN GABRIEL RIVER BRIDGE,LA,Los Angeles County,CA,USA",34.050607080761,-118.006244485972,"San Gabriel River Fwy, La Puente, California, 91746",97.73,-118.006244485972,34.050607080761,-118.007244485972,34.049607080761,-118.005244485972,34.051607080761
"99","SAN GABRIEL RIVER BRIDGE","LA","Los Angeles County","CA","USA",118117,8121,"SAN GABRIEL RIVER BRIDGE,LA,Los Angeles County,CA,USA",34.050607080761,-118.006244485972,"San Gabriel River Fwy, La Puente, California, 91746",97.73,-118.006244485972,34.050607080761,-118.007244485972,34.049607080761,-118.005244485972,34.051607080761
"100","SAN GABRIEL RIVER BRIDGE","LA","Los Angeles County","CA","USA",60233,4115,"SAN GABRIEL RIVER BRIDGE,LA,Los Angeles County,CA,USA",34.050607080761,-118.006244485972,"San Gabriel River Fwy, La Puente, California, 91746",97.73,-118.006244485972,34.050607080761,-118.007244485972,34.049607080761,-118.005244485972,34.051607080761
"101","SANTA MONICA, MCCLURE TUNNEL","LA","Los Angeles County","CA","USA",62000,3367,"SANTA MONICA, MCCLURE TUNNEL,LA,Los Angeles County,CA,USA",34.014354994993,-118.494545006424,"Santa Monica, Santa Monica, California, 90401",90.31,-118.494545006424,34.014354994993,-118.495545006424,34.013354994993,-118.493545006424,34.015354994993
"102","VENTURA/LOS ANGELES COUNTY LINE","LA","Los Angeles County","CA","USA",22600,2113,"VENTURA/LOS ANGELES COUNTY LINE,LA,Los Angeles County,CA,USA",34.19801,-118.26102,"Los Angeles County, California",88.1,-118.26102,34.19801,-120.18402,32.27501,-116.33802,36.12101
